geo_type,region,transportation_type,alternative_name,sub-region,country,date,relative_mobility
city,Honolulu,driving,NA,Hawaii,United States,2021-01-09,80.52
city,Honolulu,driving,NA,Hawaii,United States,2021-01-10,66.19
city,Honolulu,driving,NA,Hawaii,United States,2021-01-11,73.31
city,Honolulu,driving,NA,Hawaii,United States,2021-01-12,73.1
city,Honolulu,driving,NA,Hawaii,United States,2021-01-13,73.47
city,Honolulu,driving,NA,Hawaii,United States,2021-01-14,75.33
city,Honolulu,driving,NA,Hawaii,United States,2021-01-15,86.84
city,Honolulu,driving,NA,Hawaii,United States,2021-01-16,84.23
city,Honolulu,driving,NA,Hawaii,United States,2021-01-17,66.4
city,Honolulu,driving,NA,Hawaii,United States,2021-01-18,68.65
city,Honolulu,driving,NA,Hawaii,United States,2021-01-19,71.71
city,Honolulu,driving,NA,Hawaii,United States,2021-01-20,70.64
city,Honolulu,driving,NA,Hawaii,United States,2021-01-21,72.29
city,Honolulu,driving,NA,Hawaii,United States,2021-01-22,81.66
city,Honolulu,driving,NA,Hawaii,United States,2021-01-23,81.04
city,Honolulu,driving,NA,Hawaii,United States,2021-01-24,63.81
city,Honolulu,driving,NA,Hawaii,United States,2021-01-25,77.69
city,Honolulu,driving,NA,Hawaii,United States,2021-01-26,71.91
city,Honolulu,driving,NA,Hawaii,United States,2021-01-27,74.47
city,Honolulu,driving,NA,Hawaii,United States,2021-01-28,75.39
city,Honolulu,driving,NA,Hawaii,United States,2021-01-29,85.89
city,Honolulu,driving,NA,Hawaii,United States,2021-01-30,86.07
city,Honolulu,driving,NA,Hawaii,United States,2021-01-31,68.2
city,Honolulu,driving,NA,Hawaii,United States,2021-02-01,73.74
city,Honolulu,driving,NA,Hawaii,United States,2021-02-02,72.4
city,Honolulu,driving,NA,Hawaii,United States,2021-02-03,69.89
city,Honolulu,driving,NA,Hawaii,United States,2021-02-04,75.73
city,Honolulu,driving,NA,Hawaii,United States,2021-02-05,86.24
city,Honolulu,driving,NA,Hawaii,United States,2021-02-06,85.78
city,Honolulu,driving,NA,Hawaii,United States,2021-02-07,61.78
city,Honolulu,driving,NA,Hawaii,United States,2021-02-08,73.86
city,Honolulu,driving,NA,Hawaii,United States,2021-02-09,75.27
city,Honolulu,driving,NA,Hawaii,United States,2021-02-10,76.97
city,Honolulu,driving,NA,Hawaii,United States,2021-02-11,81.23
city,Honolulu,driving,NA,Hawaii,United States,2021-02-12,100.93
city,Honolulu,driving,NA,Hawaii,United States,2021-02-13,98.86
city,Honolulu,driving,NA,Hawaii,United States,2021-02-14,87.27
